"gene"	"adj.pval.Origin"	"adj.pval.Treatment"	"adj.pval.LifeStage"	"adj.pval.Origin_x_Treatment"	"adj.pval.Origin_x_LifeStage"	"adj.pval.Treatment_x_LifeStage"	"adj.pval.Origin_x_Treatment_x_LifeStage"	"Length"	"GO_Name"	"GO_IDs"
"Pastreoides28578"	0.191657888341533	0.636722542721867	0.0122808733188005	0.275608627897656	0.878439227517815	0.0353124192258516	0.710637517223183	583	"cell morphogenesis; in utero embryonic development; cell volume homeostasis; hemoglobin metabolic process; erythrocyte differentiation; positive regulation of protein binding; multicellular organism growth; positive regulation of angiogenesis; positive regulation of endocytosis; homeostasis of number of cells within a tissue; barbed-end actin filament capping; actin filament bundle assembly; cellular response to calcium ion; cellular response to retinoic acid; positive regulation of establishment of endothelial barrier; positive regulation of adherens junction organization; structural constituent of cytoskeleton; spectrin binding; T cell receptor binding; protein homodimerization activity; protein heterodimerization activity; actin filament binding; RNA polymerase II-specific DNA-binding transcription factor binding; plasma membrane; adherens junction; -actin capping protein complex; postsynaptic density; nuclear body; dendritic spine; perinuclear region of cytoplasm"	"GO:0000902; GO:0001701; GO:0006884; GO:0020027; GO:0030218; GO:0032092; GO:0035264; GO:0045766; GO:0045807; GO:0048873; GO:0051016; GO:0051017; GO:0071277; GO:0071300; GO:1903142; GO:1903393; GO:0005200; GO:0030507; GO:0042608; GO:0042803; GO:0046982; GO:0051015; GO:0061629; GO:0005886; GO:0005912; GO:0008290; GO:0014069; GO:0016604; GO:0043197; GO:0048471"
"Pastreoides30342"	0.00212878788483092	0.0765572332722905	0.000132335180987914	0.0380314981666535	0.72144763664556	0.0353124192258516	0.0927765197894012	566	"GTase activity; GT binding; Golgi to plasma membrane transport; vesicle docking involved in exocytosis; axonogenesis; protein secretion; regulation of autophagy; regulation of exocytosis; cellular response to insulin stimulus; glucose homeostasis; positive regulation of glucose import; regulation of long-term neuronal synaptic plasticity; Golgi vesicle fusion to target membrane; regulation of protein transport; cilium assembly; protein localization to cilium; neurotransmitter receptor transport, endosome to postsynaptic membrane; vesicle-mediated transport in synapse; GTase activity; GT binding; GD binding; protein kinase binding; small GTase binding; myosin V binding; Golgi membrane; prospore membrane; centrosome; cytosol; plasma membrane; synaptic vesicle; postsynaptic density; trans-Golgi network transport vesicle; midbody; trans-Golgi network membrane; meiotic spindle pole body; ciliary basal body; neuronal cell body; dendritic spine; phagocytic vesicle; recycling endosome membrane; ciliary base; non-motile cilium; glutamatergic synapse"	"GO:0003924; GO:0005525; GO:0006893; GO:0006904; GO:0007409; GO:0009306; GO:0010506; GO:0017157; GO:0032869; GO:0042593; GO:0046326; GO:0048169; GO:0048210; GO:0051223; GO:0060271; GO:0061512; GO:0098887; GO:0099003; GO:0003924; GO:0005525; GO:0019003; GO:0019901; GO:0031267; GO:0031489; GO:0000139; GO:0005628; GO:0005813; GO:0005829; GO:0005886; GO:0008021; GO:0014069; GO:0030140; GO:0030496; GO:0032588; GO:0035974; GO:0036064; GO:0043025; GO:0043197; GO:0045335; GO:0055038; GO:0097546; GO:0097730; GO:0098978"
"Pastreoides09297"	0.480895400107814	0.137475575937774	0.0135976401834274	0.00014377393843359	0.681767235484449	0.0353373647827965	0.598287374123589	1646	"-5 methylation of cytosine; DNA binding; chromatin binding; DNA (cytosine-5-)-methyltransferase activity; methyltransferase activity; zinc ion binding; nucleus; negative regulation of transcription by RNA polymerase II; Ras protein signal transduction; maintenance of DNA methylation; positive regulation of gene expression; DNA methylation on cytosine; DNA methylation involved in embryo development; positive regulation of histone H3-K4 methylation; negative regulation of histone H3-K9 methylation; cellular response to amino acid stimulus; positive regulation of DNA methylation-dependent heterochromatin assembly; cellular response to bisphenol A; positive regulation of vascular associated smooth muscle cell proliferation; negative regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching; RNA binding; protein binding; zinc ion binding; methyl-pG binding; DNA (cytosine-5-)-methyltransferase activity, acting on pG substrates; promoter-specific chromatin binding; nucleoplasm; replication fork; pericentric heterochromatin"	"GO:0090116; GO:0003677; GO:0003682; GO:0003886; GO:0008168; GO:0008270; GO:0005634; GO:0000122; GO:0007265; GO:0010216; GO:0010628; GO:0032776; GO:0043045; GO:0051571; GO:0051573; GO:0071230; GO:0090309; GO:1903926; GO:1904707; GO:1905931; GO:0003723; GO:0005515; GO:0008270; GO:0008327; GO:0051718; GO:1990841; GO:0005654; GO:0005657; GO:0005721"
"Pastreoides35096"	0.780263792166451	0.659896630553036	0.80730516603774	0.982865149093454	0.990191046243805	0.0362743846479251	1	238	"DNA recombination; DNA integration; DNA binding; DNA recombination; DNA integration; DNA binding"	"GO:0006310; GO:0015074; GO:0003677; GO:0006310; GO:0015074; GO:0003677"
"Pastreoides38729"	7.40944250240339e-30	8.282380579657e-13	0.802680250239681	0.661374609746919	0.659832444894455	0.0378273441913467	0.207349427155228	437	"protein binding; histone-lysine N-methyltransferase activity; nucleus; negative regulation of transcription by RNA polymerase II; gastrulation with mouth forming second; membranous septum morphogenesis; atrial septum primum morphogenesis; atrial septum secundum morphogenesis; regulation of peptidyl-serine phosphorylation; histone H4-K20 methylation; positive regulation of transcription, DNA-templated; positive regulation of isotype switching to IgA isotypes; bone development; regulation of establishment of protein localization; regulation of RNA polymerase II regulatory region sequence-specific DNA binding; regulation of double-strand break repair via nonhomologous end joining; positive regulation of histone H3-K36 trimethylation; RNA polymerase II cis-regulatory region sequence-specific DNA binding; chromatin binding; transcription corepressor activity; zinc ion binding; estrogen receptor binding; histone methyltransferase activity (H4-K20 specific); retinoid X receptor binding; thyroid hormone receptor binding; histone methyltransferase activity (H3-K36 specific); androgen receptor binding; transcription regulator activator activity; chromatin; histone methyltransferase complex"	"GO:0005515; GO:0018024; GO:0005634; GO:0000122; GO:0001702; GO:0003149; GO:0003289; GO:0003290; GO:0033135; GO:0034770; GO:0045893; GO:0048298; GO:0060348; GO:0070201; GO:1903025; GO:2001032; GO:2001255; GO:0000978; GO:0003682; GO:0003714; GO:0008270; GO:0030331; GO:0042799; GO:0046965; GO:0046966; GO:0046975; GO:0050681; GO:0140537; GO:0000785; GO:0035097"
"Pastreoides40369"	0.00747657044356994	0.578854363905508	0.840326792088538	0.62248115554877	0.125212709351057	0.037908256663747	0.734811581262585	1663	"guanyl-nucleotide exchange factor activity; binding"	"GO:0005085; GO:0005488"
"Pastreoides07959"	0.363502159416799	0.813775655107213	1.12550111280201e-49	0.000938087428453959	0.177923966718451	0.0416410150714934	0.822829036839598	608	""	""
"Pastreoides06813"	8.69652100400536e-14	6.09021578353496e-18	0.287157265702113	4.08659861757398e-19	0.216195907085374	0.0439291361633882	0.825686588837447	1672	""	""
"Pastreoides21067"	0.648183665587629	0.978381368223	0.52151972882013	0.997485344117487	0.730468132917117	0.0449762244749567	0.782683841281147	274	"apoptotic process; heparan sulfate proteoglycan metabolic process; chondroitin sulfate metabolic process; negative regulation of ossification; negative regulation of axon regeneration; chondroitin sulfate proteoglycan biosynthetic process; limb development; negative regulation of canonical Wnt signaling pathway; binding; glycosyltransferase activity; cytoplasm; endomembrane system; membrane; neuronal cell body; intracellular membrane-bounded organelle"	"GO:0006915; GO:0030201; GO:0030204; GO:0030279; GO:0048681; GO:0050650; GO:0060173; GO:0090090; GO:0005488; GO:0016757; GO:0005737; GO:0012505; GO:0016020; GO:0043025; GO:0043231"
"Pastreoides34080"	0.932865089536094	0.160301932015579	0.542393240457701	0.0172116118388925	0.310492718327388	0.0449762244749567	0.347146574030147	1138	""	""
"Pastreoides36734"	5.41033634206144e-19	0.0598864619661493	0.0631492898900259	0.000295793609665024	0.898668381962446	0.0449762244749567	0.926887987101586	351	"cell communication; negative regulation of adenylate cyclase activity; G protein-coupled receptor activity; integral component of membrane; cell communication; sensory organ development; sensory perception; positive regulation of biological process; neuron development; regulation of cellular process; cellular response to stimulus; protein binding; intracellular anatomical structure; plasma membrane; stereocilium bundle; protein-containing complex; neuron projection; organelle"	"GO:0007154; GO:0007194; GO:0004930; GO:0016021; GO:0007154; GO:0007423; GO:0007600; GO:0048518; GO:0048666; GO:0050794; GO:0051716; GO:0005515; GO:0005622; GO:0005886; GO:0032421; GO:0032991; GO:0043005; GO:0043226"
"Pastreoides08872"	0.932367130115739	0.000415934117608792	0.872082848891064	0.0851293400306711	0.920894545847254	0.0489371134221351	0.964030960453212	2283	"calcium ion binding; protein binding; plasma membrane organization; negative regulation of microtubule depolymerization; neuromuscular synaptic transmission; germarium-derived oocyte fate determination; oocyte construction; central nervous system development; axon midline choice point recognition; germarium-derived female germ-line cyst formation; actin cytoskeleton reorganization; positive regulation of hippo signaling; long-term strengthening of neuromuscular junction; fusome organization; maintenance of presynaptic active zone structure; actin binding; structural constituent of cytoskeleton; microtubule binding; syntaxin binding; spectrin binding; extracellular region; Golgi apparatus; cytosol; fascia adherens; spectrin; microtubule cytoskeleton; basolateral plasma membrane; apical plasma membrane; lateral plasma membrane; Z disc; neuromuscular junction; cuticular plate; paranodal junction; paranode region of axon; specific granule lumen; costamere; fusome; spectrosome; tertiary granule lumen"	"GO:0005509; GO:0005515; GO:0007009; GO:0007026; GO:0007274; GO:0007294; GO:0007308; GO:0007417; GO:0016199; GO:0030727; GO:0031532; GO:0035332; GO:0042062; GO:0045478; GO:0048790; GO:0003779; GO:0005200; GO:0008017; GO:0019905; GO:0030507; GO:0005576; GO:0005794; GO:0005829; GO:0005916; GO:0008091; GO:0015630; GO:0016323; GO:0016324; GO:0016328; GO:0030018; GO:0031594; GO:0032437; GO:0033010; GO:0033270; GO:0035580; GO:0043034; GO:0045169; GO:0045170; GO:1904724"
